person_id,post_id
8810,2
2618,2
3070,2
6500,2
1753,2
3449,3
2870,4
5910,4
8125,4
9205,4
2672,5
6155,5
299,5
6036,5
1526,5
2358,5
7859,5
7905,6
7307,6
8362,6
5800,6
736,8
8676,8
8808,9
2915,9
1866,9
3387,9
6269,9
5513,9
438,10
4838,10
2655,10
1191,11
4557,11
1758,11
205,11
8615,11
8529,12
483,12
7900,12
2747,12
6097,12
2489,13
8039,13
6984,13
1246,14
2554,14
1393,14
4443,16
4184,16
110,16
5694,16
7982,17
4869,17
4403,18
5376,18
4351,19
262,19
3861,20
3207,21
519,21
7192,22
6987,22
4978,22
5352,22
1308,23
6406,23
9792,23
7510,23
8856,23
9172,23
7499,24
2273,24
3915,24
8162,24
1451,27
4215,27
4654,27
5535,28
55,30
5167,30
7393,30
280,31
8273,31
3361,31
5144,31
4002,32
1004,32
8044,32
3766,32
49,32
692,32
7611,32
3507,32
423,33
8385,33
8650,33
6729,33
7886,34
2437,34
8191,34
1111,35
10000,35
8385,35
1883,35
4482,36
5853,36
905,36
7239,36
3792,36
8382,36
2539,37
2175,37
8494,37
1854,37
4042,38
2838,38
1140,38
6869,39
1504,39
1666,39
7549,40
4338,40
7270,40
448,40
4805,40
4714,40
7146,40
8241,41
4294,41
8212,41
9320,41
6915,41
8956,42
1171,42
9570,42
1690,42
9396,42
2522,42
7956,43
7358,43
5097,43
2188,43
7472,43
3803,43
2895,43
9113,44
5882,44
2692,44
1593,44
6390,44
5756,45
6774,45
5242,45
9674,45
1271,46
2297,46
6802,47
6302,48
3304,48
1036,49
8914,49
4880,49
6089,49
2757,50
4179,50
657,50
6858,50
7235,50
2890,50
6387,50
1869,50
2453,50
2336,51
9781,51
4341,51
5781,51
6740,52
4089,52
5706,52
7763,52
7694,52
5101,53
7713,53
2385,53
6057,53
9219,54
7675,54
9268,54
3802,54
7516,54
8547,54
2121,54
4100,54
7083,54
5430,55
5431,56
2537,56
4134,57
4638,57
6833,57
9943,57
5372,57
4684,58
3812,58
5812,58
7699,59
6274,59
4437,59
5862,59
9830,59
5777,59
655,59
8760,60
6488,60
2616,60
7833,60
7429,60
7100,61
7374,61
3762,61
292,61
141,61
7400,62
5816,62
7440,62
7,62
7000,62
5653,63
5171,63
8278,63
5539,63
1216,63
6794,63
60,64
1328,64
3540,64
2595,64
194,64
6844,65
1384,65
7310,65
3843,65
1542,65
743,65
4051,65
6549,66
4775,67
4784,67
1848,67
5596,67
8660,68
6374,68
9554,68
3398,68
7346,69
1543,69
3944,69
211,70
7025,70
5422,70
1638,71
5458,71
6282,71
318,71
3260,71
6146,71
4671,71
5208,72
4444,72
2375,72
3089,72
8561,73
7862,73
5731,73
2735,73
1008,73
4498,74
1167,74
8115,74
7755,74
8739,74
5389,75
398,75
7376,75
1194,75
3739,76
4817,76
9,76
7326,76
4642,76
9733,76
1892,76
3044,77
8077,77
4445,78
2588,78
5337,78
1509,79
8835,79
9648,79
6804,79
9014,79
8757,79
7315,80
1080,81
2628,81
3848,82
7234,82
9594,83
7958,83
621,85
2766,85
7681,85
1180,85
6243,85
2169,86
8095,86
2119,86
2827,86
9865,87
13,87
2479,87
4473,87
3012,88
8175,88
3402,89
6976,89
7666,90
2206,90
5664,90
8354,90
4296,90
3377,90
6955,90
3463,91
639,91
2847,91
3892,92
1399,92
935,92
526,92
6685,93
6584,93
8675,93
5627,93
3189,93
5486,95
1171,95
2774,96
2693,96
5110,96
2339,96
8762,97
9932,97
8290,97
4771,98
4167,98
5079,98
3175,99
6259,99
1717,100
1842,100
2539,100
967,101
2061,101
9685,101
8005,101
1340,101
6895,102
2181,102
4399,102
7747,102
3176,103
752,103
3820,103
612,103
4984,103
284,103
5811,104
8382,104
3828,104
1560,104
1703,104
2493,105
3726,105
6637,105
243,105
3826,105
121,106
9060,106
1104,106
4399,106
8989,107
3267,107
5868,107
1613,108
1344,108
4942,108
2094,108
153,108
9203,109
8874,110
4385,110
6689,110
2768,110
4254,110
8754,110
4373,110
1455,110
1654,111
4759,111
9384,111
3649,112
5535,112
1898,112
9556,112
4802,113
2299,113
7647,113
2676,113
6249,113
5363,113
7721,114
1684,114
4638,114
6539,114
7213,114
6855,115
7848,115
8849,115
8838,115
3877,116
6607,116
7862,116
1047,116
4694,117
2692,117
9359,118
4662,118
8398,118
7154,118
9158,118
5377,119
40,119
7341,120
5346,120
7184,120
3205,121
3635,121
8481,121
9655,121
8180,121
495,121
6435,122
2026,122
8083,122
3455,122
2847,122
5228,123
9917,123
2232,123
9053,124
4935,124
2504,124
6658,124
9530,124
2886,124
3804,125
1768,125
9707,125
3628,125
479,125
1502,126
6063,126
3446,126
3071,127
9345,127
568,127
8819,127
1404,127
3732,128
4017,128
2689,128
148,129
2825,129
4216,129
4725,129
6293,130
6022,130
2411,131
632,131
4490,131
9112,131
4322,132
1866,132
1104,132
3307,133
2554,133
1276,133
6634,133
2257,133
7053,134
6632,134
8051,134
7493,134
9278,135
7839,135
3474,135
3497,135
1197,135
9626,136
9169,136
887,136
3911,136
5058,137
3712,137
2273,137
5560,137
5210,137
7975,138
2747,138
7597,139
2658,139
6020,139
9133,139
7506,139
1815,140
2487,140
8296,140
1141,140
7194,140
9903,141
6416,141
5070,142
9069,142
2719,142
1956,142
7191,143
1094,143
4750,143
948,144
9312,144
5358,144
5878,144
2671,144
482,145
3313,145
1043,146
5098,146
1784,147
91,148
8870,148
4281,148
8053,149
3414,149
7183,149
7549,150
736,150
5305,151
7192,151
676,151
9303,151
6354,151
4153,154
1578,154
3145,155
4587,155
5712,156
2421,156
5646,156
9067,156
5184,156
7207,156
8001,156
3914,156
9742,157
492,157
5553,159
3932,159
238,160
4020,160
3064,160
9050,160
5470,160
3200,161
330,161
1358,161
9563,161
2822,161
5608,161
9975,162
6665,162
217,162
239,162
2503,162
7756,162
8780,163
4612,163
1712,163
8514,164
4702,164
7008,164
5927,164
1456,164
5264,164
4493,164
9111,165
7423,165
5269,165
3581,165
3316,166
6523,166
1512,166
7309,166
6432,168
584,168
2315,168
6568,168
7008,168
183,169
842,169
1902,169
6451,169
9319,169
9609,170
4705,170
8380,170
915,170
1842,171
6317,171
4717,171
666,172
6255,172
2858,172
6505,172
5506,173
3837,173
1724,173
6733,173
6547,173
3182,174
5356,175
1620,175
3786,175
1516,175
7561,175
554,176
1357,176
7050,176
1918,177
5214,177
9146,177
4162,178
7553,178
7716,178
5808,179
1046,179
2452,180
243,180
1004,180
5916,180
5162,181
3431,181
5015,182
791,182
6401,182
9589,183
3655,183
3454,183
2355,183
789,183
7055,184
6674,184
6166,184
231,184
8172,184
437,185
6797,185
603,185
7571,185
8948,186
3220,186
3091,187
2660,187
9873,187
7332,187
2117,187
3681,188
3004,188
2596,189
279,189
5933,189
7406,189
3291,189
5706,189
6074,189
5399,190
6509,190
7000,191
4435,191
3224,191
878,192
2411,192
7551,193
5852,193
8656,193
7076,194
7656,194
984,194
4533,194
2301,194
5290,194
8901,195
4642,195
9470,195
8950,195
7629,195
5976,196
3634,196
8128,196
4739,196
8259,196
681,197
4033,197
5130,197
5959,197
8683,198
3340,198
392,198
2695,199
5335,199
603,199
7131,199
3384,199
1784,201
9685,201
2410,202
3853,202
6274,202
4932,203
5308,203
2765,203
8926,203
9880,203
5784,205
4841,205
9405,205
8517,205
280,205
2192,205
1107,206
2674,206
8444,207
2047,208
5562,208
7649,208
6064,208
5047,209
3866,209
6862,209
1721,209
8257,209
7597,209
7799,210
1850,210
6573,210
4665,210
9339,210
7378,210
8873,210
6273,211
758,211
7520,211
2079,211
9467,212
9216,212
8658,212
2902,212
2765,212
5157,212
3585,212
9649,213
3977,213
2473,213
1104,214
4080,214
5958,214
5187,214
6073,215
7610,215
7488,215
4059,216
6568,216
4879,216
3803,216
2548,216
6382,216
8105,216
4692,217
1940,217
9311,217
4494,217
3515,218
9745,218
6843,219
8759,219
6205,219
3020,220
1137,220
9095,220
3451,220
6999,220
812,221
3507,221
6540,221
8167,221
5961,222
4065,222
6952,222
8946,222
1014,222
6117,222
5456,223
2507,223
8225,223
4267,223
4009,223
1866,223
3001,223
7228,223
3392,224
8116,224
423,224
2994,224
6643,226
9006,226
9077,227
8036,227
9925,228
6626,228
8332,228
5368,228
2512,229
5478,229
8944,230
4268,230
763,230
3773,230
4016,231
2871,231
8678,231
6934,232
7970,232
8025,232
2078,233
13,233
7587,234
2944,234
8115,234
9841,235
6575,235
3615,235
739,235
2188,235
6787,235
9073,235
3999,236
1302,236
776,236
9396,236
2201,236
1698,237
2178,238
1344,238
5189,238
8954,238
3196,238
8627,239
10000,239
6310,239
5989,239
1806,240
3613,240
2926,240
9091,241
1116,241
8198,241
7403,241
5146,242
3235,242
5496,242
6747,242
8493,242
9564,242
4744,243
6414,243
4820,243
2788,243
1632,244
5449,244
9719,244
5147,244
7664,244
8755,244
8071,245
9123,245
1895,245
7862,246
471,246
5057,246
5711,246
8412,246
6993,246
3591,246
1794,247
4434,247
5119,248
2124,248
6653,248
4356,249
113,249
4059,249
3988,250
7507,250
6883,250
2670,251
7613,251
4472,251
9812,252
9772,252
1404,252
2482,252
8189,252
716,252
412,253
3581,253
8007,253
6430,253
6848,253
3805,253
9670,253
4898,254
2811,254
3215,254
9166,255
6317,255
7525,255
5137,255
5482,256
8014,256
7335,256
4757,256
7446,257
6637,257
1585,257
7064,257
1998,257
6623,258
441,258
4912,258
9946,258
3898,258
3632,259
9693,259
4240,259
1428,259
5923,259
7797,259
8626,260
7396,260
230,261
578,261
9065,261
5227,261
9424,262
8313,262
134,262
5365,262
5255,263
5980,263
4990,263
1581,263
4308,263
6427,264
3946,264
7141,264
6933,266
3459,266
6465,266
423,266
1627,266
9600,267
7204,267
3158,268
451,268
8757,269
4695,269
7222,269
9819,269
9047,269
5105,269
1554,270
4087,271
9266,271
6261,271
3199,271
2830,271
3964,272
7029,272
9940,273
9424,273
7393,273
1894,273
6552,274
9254,274
7884,275
7929,276
1163,276
9635,276
647,276
8091,277
6577,277
9599,277
563,277
2475,278
4440,278
5156,278
4208,279
8544,279
6696,279
2128,280
5392,280
230,280
3206,281
5676,281
4241,281
1473,281
8983,281
6837,283
2572,283
1845,283
4712,284
3937,284
6429,284
6095,284
