person_id,friend_id
584,923
525,608
96,760
297,521
122,403
254,788
266,942
541,881
643,749
224,796
239,659
56,803
240,395
313,465
23,397
263,873
517,789
121,789
175,531
503,854
242,441
649,679
515,599
488,582
119,599
35,865
66,215
152,367
63,326
296,677
183,620
285,402
429,941
22,437
436,571
579,620
188,735
676,818
63,820
525,994
426,643
124,570
518,726
484,733
623,891
934,937
357,363
139,549
268,434
345,654
59,297
479,654
387,391
445,512
491,628
153,749
188,856
165,952
314,437
246,797
14,145
581,787
104,713
160,199
32,608
441,627
413,565
392,771
111,343
404,596
409,940
96,629
175,773
315,667
513,997
428,544
113,389
305,739
210,730
368,793
572,823
66,722
470,546
272,827
121,249
26,240
686,695
385,438
348,965
23,351
58,229
28,466
724,807
148,760
234,571
467,922
475,597
12,607
861,961
117,809
224,377
135,677
355,717
206,737
496,576
214,969
668,768
75,928
534,688
64,244
550,812
127,709
168,481
383,406
26,626
83,114
689,827
286,702
421,518
91,792
71,814
291,817
294,297
39,336
431,711
553,557
475,983
32,68
241,816
264,454
516,755
360,916
149,324
569,681
664,690
641,786
265,535
59,287
424,937
754,812
3,535
284,634
465,709
164,452
202,744
148,773
449,701
388,871
596,900
58,62
297,344
122,226
842,961
40,273
492,928
201,227
173,308
300,349
433,613
712,931
591,970
425,758
271,471
54,702
436,767
124,272
531,547
651,692
123,981
61,103
85,689
7,132
775,907
821,874
287,415
599,681
393,433
14,894
517,877
399,476
78,915
307,509
222,959
116,798
51,552
430,845
560,695
705,784
912,997
123,428
144,222
490,630
570,739
436,659
150,302
677,722
140,746
642,764
85,810
141,482
245,948
31,839
681,841
313,445
65,343
20,866
484,592
722,729
781,815
413,797
92,333
400,449
179,301
49,600
348,896
194,609
239,989
489,792
469,548
202,495
856,994
199,544
567,711
90,637
143,792
196,655
176,597
229,423
64,993
196,246
220,603
499,921
845,920
255,826
189,615
517,746
582,955
664,765
232,842
198,700
99,349
250,747
92,310
61,731
44,233
604,750
546,629
88,605
421,894
631,853
336,670
141,580
46,608
170,903
394,531
814,825
243,707
128,906
143,769
83,346
131,157
237,404
183,433
232,963
829,953
548,854
482,909
31,973
588,747
647,833
206,416
464,977
171,724
204,492
88,726
572,659
148,740
436,649
810,976
7,472
114,189
89,770
68,747
130,579
94,885
92,961
630,636
153,562
159,871
115,906
246,610
137,703
58,559
465,797
262,734
337,648
618,747
744,886
175,586
294,915
502,715
190,220
220,737
690,915
182,216
266,853
722,984
73,309
991,992
327,454
914,925
144,598
283,942
498,830
201,989
365,566
106,980
292,353
585,606
644,655
558,732
455,905
858,993
488,902
542,644
482,742
543,609
514,811
126,320
15,718
142,530
163,324
355,674
240,836
394,894
31,842
279,764
85,633
104,683
847,956
126,405
432,777
580,612
263,676
417,734
229,534
126,670
110,991
192,652
68,845
298,633
244,662
432,633
275,915
791,831
18,844
72,964
230,355
205,707
232,544
419,550
484,945
444,872
305,385
220,835
663,767
320,922
469,636
177,873
173,494
834,914
21,891
92,277
678,895
545,631
308,804
99,810
116,225
482,611
875,951
360,585
548,556
44,465
237,780
431,645
318,625
88,837
21,518
41,725
214,796
598,642
777,910
141,583
341,608
569,615
617,921
364,820
206,383
259,575
210,533
42,806
437,990
122,798
416,638
10,99
561,876
669,967
360,706
264,918
915,965
431,766
894,942
652,771
445,521
391,550
28,498
569,965
158,873
409,455
669,823
72,833
300,548
863,954
280,490
175,962
18,304
706,827
322,981
269,560
116,238
369,418
163,170
181,596
38,813
127,247
514,922
580,867
117,877
602,626
840,943
358,674
76,430
44,69
341,850
671,725
309,638
113,434
211,740
172,254
312,414
501,579
23,540
145,386
47,897
228,829
348,745
316,533
208,442
635,924
212,970
138,792
197,841
640,773
706,984
572,904
133,268
593,698
97,345
207,891
59,764
302,634
309,759
296,411
395,533
328,772
141,308
447,580
372,815
673,806
653,828
525,908
357,686
339,372
288,672
147,696
260,753
566,945
82,832
41,980
311,575
403,658
429,567
29,188
242,332
426,907
4,540
138,769
64,554
85,348
525,620
137,395
445,511
678,862
425,453
429,832
437,836
146,889
36,83
213,390
753,892
787,805
430,913
231,587
199,226
378,457
127,875
79,984
82,315
569,811
209,276
679,979
204,835
379,687
190,671
88,660
631,908
818,914
168,503
333,836
36,204
265,930
124,991
161,235
151,679
191,752
52,328
600,920
627,645
914,967
318,713
258,433
726,916
148,848
114,797
57,263
270,407
310,443
598,730
769,994
73,616
381,732
898,906
797,976
627,910
20,381
507,728
947,1000
498,908
560,740
386,438
306,329
530,977
45,145
918,973
418,656
959,974
179,899
930,947
450,459
413,986
28,92
609,632
300,371
453,613
82,328
48,564
286,881
272,983
783,784
828,935
367,955
118,659
414,658
146,578
740,971
44,301
173,186
585,805
495,731
580,955
122,140
100,467
155,174
826,867
380,521
365,621
275,993
237,472
375,851
133,909
361,916
382,710
44,831
114,401
180,612
181,311
213,380
3,799
184,582
8,914
130,611
208,939
230,698
319,361
1,609
649,910
549,594
89,838
231,662
160,898
785,956
214,609
607,949
131,840
271,1000
232,514
279,446
49,658
934,935
111,224
743,846
43,89
441,773
169,314
487,740
408,596
393,962
364,898
245,718
177,434
557,804
589,873
507,983
47,324
288,387
57,783
99,371
646,769
458,947
592,798
210,467
114,908
349,811
809,912
909,999
275,453
514,735
227,376
91,781
383,660
116,545
140,902
216,403
494,756
182,261
648,814
549,692
788,974
32,322
137,375
241,841
277,498
328,729
529,719
379,811
499,727
2,824
306,561
486,757
202,998
586,844
199,206
899,926
100,987
350,604
73,704
102,273
35,183
63,956
24,848
95,234
889,918
7,121
85,449
460,741
116,931
733,899
685,859
605,750
751,804
355,575
12,730
134,427
92,839
75,112
320,846
253,527
191,961
431,942
220,350
433,494
406,540
518,718
243,742
458,816
732,790
331,446
294,973
505,519
73,825
471,606
622,775
804,815
482,764
259,872
320,702
299,679
842,927
430,870
466,527
471,871
317,813
227,919
437,878
100,964
164,454
374,938
762,934
242,410
34,381
428,500
180,435
157,860
230,930
539,633
249,943
272,518
792,962
757,855
604,762
127,688
102,515
308,849
53,888
45,884
215,392
589,719
8,328
394,772
272,783
267,439
81,986
203,683
20,73
412,677
691,766
711,973
114,754
146,823
431,955
110,869
166,392
101,900
852,985
153,947
383,735
805,873
851,989
140,748
32,806
128,136
307,367
123,695
239,461
47,965
658,710
575,941
316,601
228,717
168,437
521,741
141,340
267,416
739,820
22,648
205,212
11,81
105,274
179,977
251,328
304,483
278,574
20,953
509,623
265,900
115,138
385,816
159,510
130,712
177,378
1,710
494,988
384,448
309,683
175,454
456,616
762,888
34,335
345,636
478,900
271,836
236,958
826,909
726,742
120,783
146,921
107,584
183,314
66,403
821,830
146,283
707,728
292,486
98,355
392,573
8,727
315,878
562,984
609,687
474,642
313,545
12,288
103,735
71,374
223,651
399,468
825,985
131,159
343,424
168,306
283,293
507,904
542,633
480,658
734,803
33,118
405,664
544,822
182,735
65,299
13,963
805,863
135,623
717,750
62,181
126,574
53,361
224,588
607,618
194,974
217,549
350,584
538,784
28,533
26,752
309,961
118,835
536,594
104,937
513,956
46,587
340,390
613,814
188,262
97,632
352,593
859,955
318,637
398,480
503,911
176,553
87,475
319,861
227,598
23,948
240,717
49,857
522,552
326,577
6,370
206,395
493,754
230,789
700,967
43,517
212,246
22,494
89,255
510,843
190,307
177,862
181,258
386,627
727,777
518,783
34,999
805,876
129,971
157,395
142,532
123,253
297,555
266,976
186,867
260,487
56,837
340,367
390,862
7,981
285,580
387,448
424,775
839,874
209,707
25,886
804,916
185,987
399,687
432,635
31,965
516,714
155,592
547,967
608,797
138,948
187,395
31,556
38,452
102,845
352,462
125,191
362,921
42,422
148,732
326,855
47,271
521,685
70,749
45,576
165,492
410,817
318,591
66,635
448,700
225,808
401,625
83,953
108,897
805,974
730,800
542,600
174,582
473,729
45,468
33,85
420,494
138,516
47,886
646,657
55,890
122,571
752,824
770,872
21,376
47,248
78,730
728,875
447,484
130,777
7,32
449,902
304,584
76,311
596,692
388,663
40,474
386,882
146,492
459,952
305,894
93,220
3,592
99,151
157,650
199,238
486,560
760,800
616,935
771,958
429,700
167,700
206,542
566,934
513,779
230,985
432,854
269,827
678,995
153,881
240,949
656,864
176,376
10,981
247,665
447,461
96,941
44,336
547,548
66,95
611,941
439,606
30,172
637,850
634,961
187,650
654,939
253,595
488,498
171,791
553,856
747,987
659,874
9,500
127,864
258,301
545,623
103,427
362,767
12,654
67,361
426,788
361,542
688,937
9,994
432,602
659,730
75,301
189,286
338,940
642,677
408,510
354,539
814,869
573,577
172,233
306,462
215,869
412,480
209,566
40,608
449,627
697,878
136,316
13,740
716,891
22,65
57,926
90,694
586,781
926,966
610,846
376,679
151,969
903,982
61,258
602,762
682,834
235,294
221,396
478,955
547,646
68,791
279,337
459,533
154,980
227,964
325,453
860,877
503,639
370,375
152,790
177,963
89,850
16,866
29,985
430,1000
37,431
324,753
826,1000
10,68
743,822
1,477
609,742
822,886
57,903
371,950
379,954
19,382
833,895
397,859
197,568
289,651
117,316
246,955
1,513
321,869
122,394
287,727
40,441
258,929
125,665
776,855
453,759
419,617
9,719
80,922
544,877
125,256
118,131
30,247
88,783
115,471
436,935
341,963
264,334
288,399
97,831
848,916
620,872
327,390
606,974
546,843
122,924
457,765
192,202
356,682
74,704
362,613
4,905
890,998
522,751
24,883
460,776
719,850
59,203
560,634
296,933
120,936
124,332
128,711
65,246
772,862
462,965
163,260
199,1000
68,251
179,613
152,659
233,504
230,844
131,456
77,485
318,548
724,821
451,583
153,740
255,379
520,533
560,755
25,182
84,646
451,848
373,483
511,942
330,558
176,500
629,705
253,683
388,499
620,885
459,788
81,82
92,357
401,438
505,904
892,935
644,833
251,350
458,563
777,954
367,970
474,916
57,893
863,877
560,876
280,413
164,610
283,976
145,368
346,358
331,458
285,491
115,605
633,680
163,273
36,690
966,969
855,909
419,836
32,576
555,617
36,726
430,882
392,739
279,304
164,237
5,967
125,920
33,657
470,658
129,365
18,528
522,705
61,81
280,534
586,869
166,283
204,395
30,93
440,931
378,956
389,477
554,773
521,596
420,693
131,590
210,734
9,830
282,988
205,247
592,656
189,760
63,392
36,438
129,666
504,991
985,996
231,268
683,923
228,608
746,979
214,215
217,715
479,864
264,710
102,648
141,905
5,41
491,609
26,998
443,569
87,376
535,652
51,831
177,907
52,418
508,518
425,520
24,176
27,739
122,482
307,644
314,503
802,852
554,750
85,451
7,123
687,785
505,894
3,647
546,666
229,581
91,122
583,813
529,842
107,475
313,580
460,599
101,660
152,217
377,564
19,856
221,582
164,865
63,670
83,877
545,822
438,696
477,916
251,461
5,957
267,814
434,991
172,805
529,734
179,472
207,274
393,401
263,700
417,758
251,317
304,472
200,909
155,529
643,841
235,372
301,583
594,799
10,928
77,838
133,361
