person_id,friend_id
4507,6260
6626,7493
1249,5663
3577,5572
2367,9031
5667,9073
7152,7539
2541,4488
8208,9275
1210,3456
1143,2234
1273,7188
4881,5131
198,514
464,5329
1548,3451
5923,9443
4627,6712
3464,3601
5556,7929
5561,8273
7959,8921
907,2142
1913,7521
2286,9981
1787,8348
980,7316
1063,2655
950,8605
1941,5782
3682,9129
3553,6275
6703,9002
222,5422
4368,5670
254,3425
352,4714
3456,6342
2313,5361
635,6500
4541,7318
5444,8812
8785,8855
2276,5479
3109,6234
6968,7206
3580,5065
2890,6870
1059,5515
2246,6768
5847,9956
3634,5301
5196,6431
3637,5572
27,4550
4476,9525
2824,9633
4164,7718
1702,3113
3699,9833
6858,8916
2813,5310
514,3887
1978,7892
1352,4986
3463,6358
1976,4813
3784,5218
3713,6506
1409,2487
2508,8057
1756,5978
3344,8329
5672,8238
4433,6795
8380,9866
1136,7024
4307,7622
4584,6210
3863,6450
1280,9432
5947,9382
3860,3900
441,2446
1717,9406
600,6640
719,2390
2711,8766
87,7583
8182,9477
4481,5681
620,8046
5198,8705
5838,8284
4336,5707
2073,3941
5268,5687
990,9427
5954,9398
2377,5106
2447,5845
2376,7133
7701,8773
5306,5390
1013,8098
7047,7983
729,8339
5331,7140
472,6239
2655,9931
1970,3412
3891,4660
4300,9029
5014,8372
3180,3336
2017,2477
2894,9166
2144,7914
427,9879
4415,7289
241,829
2269,6862
5512,5616
8086,8964
5063,8264
3798,4846
2233,4172
2513,6441
204,4330
1833,6682
85,7082
8452,9472
978,1472
4095,8223
5585,7033
1789,3377
1907,7570
71,1707
3025,4522
5274,5801
728,7309
688,3746
3890,6663
1087,8181
5603,7962
625,9813
1874,5528
2834,7556
4391,8342
4518,9615
5038,5709
4790,7859
282,6441
5948,8374
5227,8614
3671,5020
4655,5190
3817,4845
1544,2391
3722,4985
518,8411
4224,6135
2911,8715
3699,4035
2606,8079
6377,6952
2912,9317
4997,6058
5580,5884
4587,7880
3095,8243
1944,6647
5435,9667
1316,2914
232,2540
1250,8710
694,4291
5208,9661
3028,3234
1686,5076
4492,7239
5206,6582
1632,8223
5426,8800
2587,3491
42,5799
2303,3732
1064,2289
1243,4506
1186,3972
5176,7871
6731,7830
2299,6996
5444,8625
7782,9976
3618,7614
2703,4605
210,687
3337,8126
7568,8704
219,1150
217,1077
4723,5832
2047,6371
3564,3594
3854,6551
1700,2099
5000,5551
1913,9562
1796,8223
488,2479
1045,7500
4097,9692
1172,9527
2220,7238
8605,8858
1941,7823
2970,6238
1473,6257
3195,4636
3928,7439
5557,9791
4303,7316
2992,3553
4580,5904
6199,6814
1751,5447
6305,7964
727,8130
5276,8051
3120,8434
8607,8904
37,1267
4531,9395
291,2315
3868,4355
1275,8901
1569,2932
561,3896
1438,4169
2625,5422
1224,5903
410,7110
780,1725
310,9912
2928,8614
6001,9431
1278,6139
495,2495
6537,7159
3631,7044
7337,7774
2540,5499
2271,7526
6536,9186
9205,9388
5065,8174
2460,4015
1013,7561
2983,3036
2045,4739
3381,9498
365,3553
5879,8098
6213,7220
6001,9781
3293,7399
2761,4128
2477,4369
2441,2460
799,9672
7769,7781
2385,4780
377,3563
1729,3163
1903,4282
330,3717
3563,5947
4647,6321
5206,8005
4526,8246
5522,9931
374,9681
2249,8302
4085,8503
7008,7841
1122,1438
2345,2348
3995,5577
781,1145
6198,9921
785,1264
1683,3168
3820,5761
63,8449
1307,3820
4871,4874
2021,5792
1789,6223
2319,3005
3938,6921
1202,2491
1355,9903
5040,9756
4557,6404
3574,9088
4448,5680
3015,7404
2812,6321
5936,7827
2223,6680
6027,7945
6675,8166
1857,8020
3526,9047
4796,5639
317,4959
1540,5869
4859,9371
289,7075
4117,8734
4298,5362
3090,5484
4830,7852
1779,5104
3243,9109
6882,8617
1772,8097
194,7188
7379,8669
1806,6927
776,9795
7066,7391
4631,6861
3165,6193
747,7522
1585,8621
6812,7474
337,9344
6710,9449
927,6177
3279,4228
395,654
326,5021
1446,2046
1100,1409
2698,4448
9045,9748
7393,9856
4647,7744
2823,3396
4688,7745
1104,8698
631,1870
693,3502
204,305
1637,4997
1599,8677
6420,6842
625,8471
5203,9130
4298,4557
8447,8486
4237,6533
3614,7308
3959,9972
504,7363
7376,8347
7381,8691
1808,9201
6568,9342
4673,6282
48,5053
1605,5839
3167,6215
6930,7479
6193,7186
5744,9080
3846,8755
5336,7565
864,8056
4312,7242
8460,9071
19,3534
1051,1466
3322,7257
233,1019
7480,8296
1943,8463
831,9047
1884,7102
2443,8786
1154,7256
4392,5666
4651,7812
2865,7728
3773,7314
3277,3700
3896,5435
2239,7451
2330,7569
714,9586
4418,7237
6467,7731
987,2770
3356,4932
5410,5770
1991,5070
2607,7288
9463,9991
3353,4634
3795,4979
1634,9936
8676,9611
9801,9986
3406,7678
2019,3331
7112,8408
5527,9738
2572,7452
1235,2468
165,2554
3248,3305
15,5239
5278,6001
8490,9606
6771,9246
4897,6309
8570,8811
4122,9696
3706,8320
5698,8280
5727,6766
601,8719
3490,6221
5549,8157
3837,4050
4807,6766
1192,6154
6407,9908
5665,9271
1279,8782
8407,9729
4172,9409
4580,5262
5762,6171
2059,4958
2460,6056
9518,9674
216,2088
2174,3218
5164,7942
995,5990
5219,7649
6807,10000
2361,3044
679,7447
2038,8992
4598,8470
1818,5276
2765,6288
976,6687
1480,2248
5267,8070
177,9680
1103,2298
4473,6489
5581,9169
7518,9422
3376,5129
3551,9856
1989,3064
2088,9459
8879,9515
3614,7926
3547,6704
7817,8708
992,1154
95,2858
1679,7719
9581,9972
553,7119
2079,8592
5826,9323
1523,4173
3259,6422
91,8751
2328,2880
120,7991
2023,2244
8062,9643
5629,5776
486,2864
5258,6772
5600,9919
120,4958
175,4665
2035,2254
1981,5401
3555,9574
2839,3742
1130,9732
2902,7474
875,8459
3025,9759
4895,8790
2770,8486
2708,7608
7195,8903
1412,5631
5729,8235
6085,9560
1745,5282
1456,5179
690,3394
533,5662
5204,8764
243,6088
3295,7526
3486,4842
1325,9045
4762,8796
141,893
5430,7794
4597,7039
5433,7311
3919,8107
4657,4838
1451,5185
4159,6813
3280,3461
5659,6311
7684,8663
6655,8750
2942,6849
7988,9828
1988,8019
2296,5920
5706,9540
5926,7594
1187,9461
3964,7476
3776,7425
2783,3005
5326,7040
5355,5526
5981,8432
5571,6090
1120,5206
3272,8831
2398,5823
2829,8261
1086,4841
1450,3805
7411,9793
8531,9824
773,3563
2834,5572
83,3116
2445,8271
7307,8689
994,9389
2885,8543
2782,5412
1383,5966
3416,8179
450,8013
773,6946
2101,7680
456,2543
5179,6589
5189,7277
1693,3913
4062,6075
3530,6214
3437,6023
5400,7497
563,2413
1776,2635
4212,6019
1011,6710
7508,8571
3246,9838
572,2876
1600,9734
5695,7041
4358,9227
1464,4211
2061,2215
2579,3898
4667,9982
429,5981
1277,1352
380,9472
2049,4083
5595,6810
8344,9193
5753,8150
1794,9226
4158,4628
4261,6261
3390,9186
2850,5300
1640,8759
1461,7296
9525,9877
2631,6690
4719,6358
6302,8365
1644,9632
5679,9140
1725,4144
1298,8995
2475,9560
8889,9666
2253,4263
1112,3355
6363,9018
420,8497
1201,9062
6058,9136
602,3815
1096,5104
2945,8920
4244,4752
5553,6934
4586,7899
1496,5977
2036,3447
472,1490
981,3811
3474,8483
1253,8471
1476,7954
2332,9632
5604,6872
4203,4347
502,4715
1525,4813
5852,8105
654,7738
4267,5271
179,5001
805,7907
1403,8765
8762,9867
1852,6147
4749,8428
2481,8570
330,7799
144,9329
7764,8486
5618,8059
6058,8331
1796,5434
6493,7505
3893,9382
4426,5681
6888,8034
1346,1441
2629,9572
4859,8192
5917,7345
279,1044
165,4140
354,6291
6283,9388
2114,6682
3172,5835
1996,8878
3302,5127
4823,5502
9344,9791
5569,7012
428,7933
5450,5600
5517,6822
1711,8894
3922,8218
6152,6838
2485,8288
331,1584
2051,5552
7865,8137
6192,9620
3883,7509
862,1220
1056,4469
2257,3176
1013,1389
2671,8643
6747,8152
6864,8737
8826,9986
7988,9641
1787,9828
701,2965
1126,1451
2321,7483
535,7399
695,2396
471,3442
3036,3264
1193,6810
5771,6715
661,6949
2588,8766
4859,7387
1989,7683
127,599
3984,7160
3708,5010
1922,9090
251,7990
2734,4804
1053,3016
316,6133
6350,6772
2272,6436
2950,3116
3970,5949
6533,9108
6399,6664
2789,7894
2753,5985
1323,1564
2854,6791
4349,5945
2852,5964
4127,7064
477,9649
518,6240
1347,9505
662,8648
2632,4877
4280,7279
5095,6674
469,2591
7043,7116
2476,9999
6232,7840
4893,9199
4643,8270
1558,6692
3213,7259
9335,9997
1095,2464
3617,7874
907,9583
1597,3614
2582,7392
3112,4174
6157,8605
1329,1355
892,1354
2051,6975
3147,6612
4785,7572
6008,9236
4260,5472
4256,7982
550,836
7461,8164
6158,9180
5939,7564
2577,3234
1885,9507
1751,6309
5620,8723
6852,8995
4204,7418
1655,9984
323,5344
440,6683
1154,5272
463,6852
1211,5025
903,4872
4614,5946
2295,3147
3539,4934
4046,6428
242,5163
4519,9092
1088,3871
2084,8562
1179,3989
7281,8704
6149,7158
2797,7680
5717,7501
2883,6700
4226,8466
