person_id,friend_id
65,278
189,573
156,625
6,866
491,615
68,283
329,553
670,846
279,732
50,909
633,964
394,453
177,684
306,340
177,455
471,673
259,265
383,560
374,969
498,510
83,268
47,345
126,638
162,332
253,679
179,501
308,386
148,168
280,553
492,732
360,805
239,286
445,620
560,607
151,173
63,326
629,966
68,633
1,643
579,849
615,802
35,227
477,572
353,802
86,687
941,972
168,985
144,399
70,450
383,681
765,975
336,569
410,518
83,160
181,695
415,633
198,864
360,697
308,507
148,289
542,674
113,268
27,228
142,969
813,908
266,281
918,961
238,448
491,628
269,515
496,972
615,923
618,669
876,964
642,797
136,171
356,403
53,402
89,813
199,456
452,636
223,813
37,394
209,915
259,507
584,792
586,636
75,915
157,230
556,730
107,638
456,755
468,617
778,806
454,682
533,975
299,808
115,987
674,685
440,518
178,518
54,977
147,939
257,582
431,469
577,752
95,520
26,649
623,639
29,166
922,972
414,502
581,679
259,628
507,693
369,759
138,338
322,913
69,467
377,583
322,684
74,582
148,531
676,916
299,929
440,639
211,816
285,765
44,410
362,985
439,451
169,590
375,924
480,977
361,760
521,749
120,405
120,176
873,908
78,408
592,629
129,639
671,693
561,821
10,947
748,913
228,352
954,981
412,698
269,878
431,711
21,813
90,418
477,827
604,868
752,803
172,945
843,921
29,179
466,934
414,744
526,985
433,757
686,937
116,821
553,822
498,886
143,658
41,647
187,701
335,599
316,357
228,473
421,639
674,819
11,475
467,526
66,182
458,935
183,996
752,924
103,478
122,491
958,992
875,994
37,649
326,523
226,585
534,701
914,922
353,360
303,768
726,871
191,298
36,424
289,604
242,529
588,937
388,583
352,889
233,709
338,991
300,470
374,419
346,357
76,496
117,534
315,778
20,830
870,1000
507,948
106,604
259,883
648,658
928,941
78,542
358,825
265,368
726,763
96,596
182,599
3,368
509,765
316,599
294,840
209,473
173,550
374,540
412,832
365,720
673,836
291,542
544,722
733,887
576,940
309,825
20,722
323,494
216,368
450,535
231,905
900,1000
141,194
129,894
289,846
564,822
201,770
509,886
397,416
127,555
94,607
335,733
13,948
756,763
145,838
214,443
167,368
74,140
337,779
356,792
227,907
65,91
328,959
251,992
174,492
348,379
69,964
100,314
260,266
69,735
358,838
191,432
394,495
72,215
330,776
22,623
504,663
110,736
624,728
130,193
168,448
522,946
536,615
176,309
335,854
379,897
439,948
291,784
516,902
10,276
180,953
211,266
106,738
362,664
629,779
40,384
694,908
592,897
397,658
619,734
187,848
572,659
825,839
624,849
589,828
264,277
663,777
76,980
19,446
401,548
79,497
272,663
772,949
137,438
390,618
118,159
104,261
340,797
18,746
95,441
54,440
477,506
642,839
334,494
69,977
698,999
265,623
347,433
259,320
11,972
742,962
281,338
525,964
148,223
860,954
46,212
266,444
106,980
598,688
422,957
288,728
656,895
469,803
293,806
496,677
298,921
535,605
688,847
707,860
457,914
130,556
140,978
314,865
451,611
181,750
396,675
79,739
19,459
179,448
258,970
93,408
146,271
101,757
357,683
252,401
431,632
637,737
367,913
568,903
119,811
193,760
260,750
263,267
661,865
45,862
91,749
581,842
466,626
130,677
419,514
880,909
825,973
78,221
281,809
85,934
41,339
160,290
387,747
216,865
118,293
343,906
11,167
799,920
725,742
324,398
711,807
477,640
642,973
155,855
362,919
862,976
3,986
120,339
347,567
89,760
9,508
300,980
243,409
102,470
69,293
327,817
449,514
561,755
487,806
533,922
555,681
101,999
574,694
450,924
255,914
491,696
288,862
2,468
76,417
296,457
337,458
475,688
67,634
153,408
20,293
787,923
873,963
369,935
892,976
33,757
148,707
96,288
5,658
476,509
473,763
371,981
247,457
417,868
458,869
255,806
236,527
530,745
711,820
103,412
134,516
172,771
768,802
553,877
78,355
212,584
773,917
377,651
363,753
468,806
55,371
388,517
192,642
379,697
71,581
95,938
852,917
186,302
24,240
263,522
392,407
683,879
125,817
653,707
532,646
518,748
413,466
336,771
177,189
550,700
748,981
132,712
808,995
51,787
701,869
412,995
197,841
539,807
30,664
357,830
310,718
26,959
310,489
750,761
650,823
39,898
156,251
447,989
216,302
345,941
507,774
648,713
782,942
446,764
207,253
726,818
289,780
399,423
798,923
330,589
294,895
476,643
113,591
591,593
99,656
168,261
421,707
247,820
49,835
151,846
819,982
571,880
39,790
636,780
307,541
274,364
334,415
754,772
224,543
26,33
210,608
872,993
504,597
108,597
237,482
28,79
200,600
319,551
57,780
286,374
907,950
184,592
48,960
819,874
310,960
478,544
175,772
395,775
1,390
221,659
78,839
367,713
782,955
513,767
413,829
196,831
399,436
177,323
471,541
108,489
204,426
416,605
555,949
118,911
228,554
489,824
335,909
178,962
88,251
90,849
217,890
186,557
93,329
654,662
60,152
411,904
29,610
304,778
225,256
51,103
395,667
548,909
661,786
193,452
287,316
325,608
710,944
572,714
402,791
16,961
157,206
355,487
434,780
420,845
401,603
203,847
5,108
137,264
87,672
178,265
472,483
529,788
4,903
307,675
730,778
64,917
422,891
67,434
81,103
110,804
53,270
619,910
199,324
25,962
264,453
85,976
23,98
295,557
448,799
126,748
286,737
682,737
179,611
129,265
506,740
492,842
855,894
120,970
194,919
340,973
183,501
656,950
174,681
447,547
586,625
302,866
429,907
663,845
30,932
9,92
229,324
162,334
387,681
547,670
24,629
220,275
373,517
505,902
32,224
106,927
885,894
274,740
408,969
293,753
325,971
120,273
53,283
306,463
600,910
397,847
223,694
111,224
138,327
83,391
374,863
410,520
635,904
239,638
161,984
142,742
178,399
436,923
274,632
716,977
535,673
134,329
29,47
208,278
72,646
163,801
378,689
185,523
591,982
245,345
195,753
322,794
121,804
809,912
327,872
542,797
24,871
220,517
607,926
734,738
99,227
271,748
159,278
101,825
357,522
632,690
579,864
329,689
752,792
706,905
260,818
783,859
7,409
86,702
141,638
103,346
342,399
526,974
507,695
667,684
686,697
212,518
369,761
553,582
47,710
66,989
662,983
244,995
748,794
32,587
51,600
431,821
54,871
250,517
269,530
174,936
81,708
398,415
320,990
898,967
172,826
153,584
595,929
480,979
218,942
278,993
433,638
204,815
507,587
438,982
4,461
479,754
23,474
176,982
457,995
331,361
148,883
201,746
354,988
330,402
94,125
233,698
701,803
104,584
217,461
7,880
585,628
516,757
103,359
337,526
483,580
115,184
213,985
175,235
378,823
686,939
54,174
515,532
534,582
666,701
124,418
652,803
537,587
215,536
132,767
822,985
500,934
527,771
539,633
103,480
213,877
361,775
460,983
6,547
42,995
147,257
551,872
69,603
17,413
671,937
41,770
163,467
831,926
416,418
402,483
696,701
863,878
352,662
85,547
379,765
200,534
181,255
178,775
286,308
62,829
659,819
411,717
43,321
84,359
411,488
189,375
805,873
216,478
199,834
106,606
203,986
364,901
279,534
826,932
363,942
86,139
564,932
196,536
72,204
657,894
605,704
206,958
627,988
121,362
197,909
374,542
300,593
112,542
131,555
198,316
48,786
879,943
194,840
722,996
240,727
59,652
422,475
188,308
64,730
205,706
86,260
270,835
158,365
449,837
96,719
297,709
872,940
129,896
261,786
168,558
209,596
770,892
61,203
71,662
635,704
79,486
547,591
332,666
5,271
511,668
585,883
5,42
478,491
645,897
505,594
450,658
934,1000
400,837
73,442
331,966
394,497
399,612
707,728
471,717
218,271
111,145
314,733
47,160
33,262
337,902
282,966
879,956
170,496
557,905
698,881
161,676
197,333
142,434
615,846
400,958
21,373
822,995
26,451
50,845
100,437
554,607
793,889
306,505
8,848
125,201
259,430
913,954
897,946
9,255
11,853
145,853
520,730
332,908
392,959
327,335
640,795
103,856
175,961
385,505
469,913
178,212
123,276
651,661
515,800
501,902
100,558
482,623
86,623
67,381
246,612
399,854
950,957
466,615
707,970
144,335
89,399
75,501
402,859
135,515
214,808
30,987
737,849
663,900
520,851
38,848
365,977
621,987
561,623
165,623
459,841
621,674
84,964
901,957
533,561
739,895
63,383
54,792
252,282
68,461
475,556
380,962
103,159
134,263
480,900
58,682
361,454
457,916
154,915
185,228
314,867
80,700
190,572
317,384
658,677
140,751
663,792
195,916
198,921
602,782
131,931
533,911
294,400
421,441
404,797
612,975
82,746
192,389
868,901
343,787
596,967
725,852
307,864
30,61
147,875
771,881
119,813
31,929
158,741
139,462
72,472
507,629
218,526
209,972
94,985
78,223
336,747
102,580
369,695
864,903
140,872
36,226
196,215
354,801
566,980
5,647
387,749
151,472
343,908
546,742
145,398
260,873
92,279
61,929
295,867
33,867
14,588
267,805
308,577
855,975
225,808
555,683
151,593
734,914
319,406
250,572
11,61
219,239
90,354
114,940
2,241
158,754
72,714
655,806
1,16
240,298
264,655
317,747
429,988
105,339
14,709
14,480
327,940
215,470
110,188
440,817
94,180
481,589
68,945
140,296
66,118
417,870
819,850
711,822
463,986
20,416
634,804
567,814
42,929
326,459
226,750
279,347
191,234
129,588
344,476
201,693
270,298
41,475
542,986
242,465
335,427
385,773
491,940
539,688
747,866
117,699
255,929
24,242
98,191
370,650
29,357
392,409
103,535
268,602
276,463
92,642
97,720
735,748
432,710
399,533
509,930
798,804
3,304
368,991
242,586
844,920
209,409
500,881
118,550
467,704
508,705
167,412
7,948
122,669
125,940
428,712
502,661
185,954
109,178
45,422
205,411
812,823
495,887
383,417
168,492
622,699
176,353
295,304
247,822
126,495
112,597
420,713
33,75
126,266
539,701
184,473
79,191
392,651
411,664
365,777
612,654
585,817
51,92
221,769
171,948
768,938
854,941
133,427
331,900
293,379
141,251
143,849
573,662
416,715
163,306
80,500
756,820
627,935
76,795
186,438
7,961
15,785
423,610
147,446
441,664
210,731
12,258
275,897
311,554
283,492
424,431
314,559
135,328
622,712
539,943
2,967
112,610
126,508
131,623
635,651
184,715
225,487
122,803
953,960
371,541
189,564
82,438
698,707
137,145
174,670
212,962
353,672
12,379
158,433
366,611
545,613
144,269
228,906
443,831
443,602
930,949
352,972
30,921
835,938
492,723
404,839
827,942
239,277
13,200
48,975
684,893
18,803
119,855
205,895
2,41
124,970
482,678
716,845
134,197
91,793
399,680
834,837
402,914
228,798
262,382
341,675
542,665
795,845
514,603
187,208
445,503
101,693
123,452
276,731
307,798
35,339
293,863
482,799
26,290
251,903
246,559
311,917
17,736
526,842
256,981
218,460
402,806
603,796
83,272
167,909
322,554
570,619
778,797
809,901
608,911
390,917
505,904
51,468
90,396
496,855
752,781
477,576
475,732
26,640
716,858
208,388
53,514
34,272
526,963
540,861
447,670
397,849
199,339
760,901
42,621
584,675
718,904
88,737
792,853
143,178
55,294
46,740
640,984
294,347
440,630
151,527
285,756
674,797
159,388
82,922
49,516
799,977
458,684
582,979
2,404
117,391
53,635
34,393
447,791
447,562
139,409
526,855
493,907
144,524
226,563
292,917
116,691
9,336
179,747
468,621
533,979
132,635
32,697
693,968
445,866
467,625
486,638
202,879
453,461
90,409
40,817
398,525
546,689
417,804
296,514
664,910
843,912
342,630
120,517
323,351
158,809
655,861
405,686
152,240
336,815
83,406
14,535
537,576
74,586
564,679
690,818
426,974
247,743
94,235
168,184
247,514
266,756
789,797
233,350
453,582
30,250
126,187
81,710
516,638
58,992
1,192
161,181
438,984
567,869
9,807
620,695
768,859
212,412
47,833
685,861
129,643
308,874
160,710
523,762
313,989
13,697
137,992
75,114
154,407
734,982
302,305
300,461
109,930
30,371
324,589
52,130
141,882
34,756
282,592
870,991
466,938
101,251
1,313
89,951
366,1000
298,536
418,867
143,662
322,930
418,638
583,934
215,538
564,692
555,872
426,987
536,593
66,415
219,428
819,918
678,942
53,890
170,243
1,434
455,641
6,549
240,716
713,936
680,759
69,834
229,823
339,429
74,949
163,469
242,762
187,826
77,200
108,533
154,649
677,690
302,547
275,710
729,880
995,999
2,780
585,872
714,757
411,719
120,772
543,875
137,187
469,660
101,264
111,952
106,608
634,764
212,775
100,305
105,649
427,434
721,881
110,727
666,716
559,590
927,986
237,539
349,780
798,872
195,542
140,606
608,711
541,950
654,827
198,318
700,714
337,662
202,437
534,947
460,998
260,378
592,888
432,899
270,837
96,950
466,483
633,660
490,840
22,506
108,546
531,649
443,536
715,958
66,549
85,562
508,665
5,273
244,555
409,888
703,840
123,265
290,442
183,316
615,727
78,788
552,908
620,842
702,881
279,549
394,499
399,843
839,886
443,886
825,951
462,899
171,198
682,902
649,725
43,915
84,724
263,955
103,737
230,778
698,883
211,499
323,740
137,321
211,270
194,855
97,922
389,542
568,773
661,735
480,660
58,671
738,955
158,380
154,904
135,396
489,894
484,550
229,260
506,797
115,912
626,899
395,966
610,891
288,840
529,966
155,496
408,676
568,665
260,512
480,781
716,792
399,856
42,555
589,953
181,633
33,506
360,864
253,509
700,969
514,550
192,499
500,615
371,730
285,461
161,920
49,450
128,743
665,682
133,858
642,964
153,507
48,225
122,174
297,966
600,738
820,970
39,176
479,677
746,792
264,523
262,450
167,856
401,794
561,746
695,975
165,517
239,466
13,389
533,684
560,787
233,392
436,980
164,292
477,523
31,931
246,856
134,386
58,805
227,348
540,808
20,284
452,695
686,862
383,861
311,985
584,851
176,797
116,517
157,518
498,582
589,966
126,939
418,559
630,738
685,903
36,228
602,905
60,585
528,690
454,512
266,690
333,451
44,348
598,934
412,515
725,975
250,453
16,286
563,684
241,633
86,759
53,582
347,800
366,813
83,690
152,295
33,869
470,870
551,566
745,809
251,274
561,988
330,567
308,808
575,923
60,477
137,926
247,569
335,416
789,852
371,864
472,916
90,585
558,690
613,626
2,472
136,701
291,346
184,220
310,359
659,742
474,696
312,405
148,940
17,228
456,827
643,919
113,690
5,662
555,806
63,869
192,754
407,642
154,233
238,870
539,798
16,528
477,886
764,916
857,878
466,993
540,942
1,368
648,704
741,932
70,764
204,993
78,588
147,193
240,421
787,819
542,988
251,287
17,120
743,978
569,596
173,367
324,765
346,524
384,816
370,881
576,986
172,896
194,655
483,529
232,947
414,695
78,709
202,250
479,824
212,709
124,596
432,712
51,885
316,766
297,524
421,819
99,539
30,668
434,529
241,888
406,430
370,773
29,480
153,775
323,661
53,837
249,483
290,484
925,995
49,129
221,650
1,381
367,704
205,642
105,704
229,999
91,540
275,886
27,784
435,609
195,368
30,789
57,663
186,548
93,320
387,538
103,550
851,938
617,771
97,964
255,355
188,365
312,660
391,953
114,150
26,266
224,547
620,776
782,838
564,881
113,945
25,832
429,656
66,604
121,311
167,656
649,659
267,365
626,941
860,879
103,671
211,433
63,306
450,715
543,943
142,599
501,946
274,489
389,476
568,707
62,81
279,604
432,846
344,962
499,607
344,733
163,658
591,839
364,382
223,443
429,777
61,381
264,444
195,610
635,882
47,217
129,256
382,436
236,907
29,843
511,846
10,564
712,836
538,720
211,325
524,785
97,977
403,495
21,201
174,443
494,613
141,266
237,728
283,844
314,682
295,440
28,325
186,911
396,492
74,441
506,852
406,914
341,556
594,736
230,954
354,495
192,433
524,906
197,282
315,503
480,836
339,860
141,387
380,898
34,261
554,785
22,924
53,274
72,287
499,849
452,508
295,790
212,267
162,446
470,562
107,510
709,844
855,898
280,667
10,806
454,554
175,910
706,775
252,339
169,570
136,393
174,685
81,228
3,803
75,908
166,272
116,680
92,94
149,628
168,870
66,859
231,401
228,921
336,454
69,339
415,747
110,111
289,342
332,978
178,511
670,973
45,921
463,680
172,696
72,758
306,696
20,339
116,801
283,978
42,623
402,929
66,980
281,868
446,447
162,688
38,918
148,524
198,870
184,972
514,847
24,983
514,618
393,557
338,621
159,390
54,862
252,581
250,508
810,845
122,242
655,742
204,806
534,681
195,986
446,568
391,632
28,580
243,468
831,904
253,927
377,468
795,981
36,175
817,878
679,806
90,640
670,986
90,411
577,758
2,298
609,976
208,632
516,748
576,799
428,635
254,519
70,698
328,468
741,866
350,981
424,930
317,575
50,460
143,651
671,807
344,412
51,833
599,638
258,345
604,753
678,702
208,524
72,892
268,538
120,411
39,715
493,922
875,987
161,183
188,286
6,309
873,914
840,966
100,173
229,812
119,186
248,825
148,887
298,417
97,427
160,712
430,573
284,519
616,992
201,750
437,761
32,712
206,599
412,933
849,934
734,984
374,412
38,234
346,350
659,810
318,517
134,696
115,188
328,710
736,764
216,240
796,815
68,76
18,255
28,943
248,946
468,986
127,656
237,299
500,938
94,250
16,825
448,482
530,817
442,933
511,538
153,830
103,484
139,666
741,1000
288,466
345,771
59,414
532,826
284,761
143,785
377,723
17,417
485,522
110,608
201,763
108,535
237,420
710,869
27,610
206,841
283,536
200,767
104,830
47,259
214,436
250,884
374,425
508,654
425,885
217,707
179,186
236,720
136,782
442,825
15,721
20,836
92,941
763,880
147,611
386,893
675,767
389,410
565,895
408,423
694,780
465,957
31,436
592,769
86,143
177,490
638,885
187,949
316,834
383,595
321,949
710,990
522,939
159,887
369,431
541,952
715,839
162,367
415,547
401,649
272,535
544,957
585,995
511,780
24,662
805,998
10,269
139,908
180,946
268,793
617,947
395,605
362,657
128,261
255,302
105,772
45,492
100,428
482,493
499,662
265,495
213,305
504,777
366,547
721,775
89,498
416,893
710,882
622,998
209,600
374,667
508,896
186,616
65,326
13,136
309,952
266,316
51,391
459,482
925,955
381,562
515,791
45,613
821,834
807,899
573,732
559,834
339,565
53,208
449,962
163,605
526,657
619,848
259,313
839,888
278,326
504,898
603,611
102,329
396,547
93,509
203,906
146,372
5,396
239,334
593,832
772,834
13,28
202,681
145,147
269,442
422,721
279,901
243,978
141,442
375,609
34,316
72,571
413,901
177,624
17,901
108,790
316,968
531,893
281,681
396,668
69,273
102,221
14,337
506,799
566,850
681,837
874,966
660,714
192,380
99,152
90,332
30,52
367,906
417,498
370,386
549,617
769,886
210,922
17,793
191,680
628,681
144,568
204,619
111,391
94,747
223,632
383,850
121,850
691,966
52,979
556,778
520,855
148,458
332,804
473,743
290,807
684,963
155,848
100,912
458,620
370,507
353,863
81,404
843,956
134,267
669,803
614,904
366,802
452,805
570,797
470,859
97,119
28,514
124,222
377,402
418,440
630,848
473,864
113,329
63,737
390,866
679,740
338,447
596,971
477,754
26,818
582,807
309,389
667,851
414,442
378,748
1,7
801,851
424,864
23,520
551,676
671,741
506,933
127,348
247,679
151,705
137,807
238,859
250,684
305,391
945,980
95,581
582,928
203,343
370,520
843,969
29,227
287,751
409,448
139,358
801,972
727,794
553,870
498,934
658,923
47,998
97,361
432,580
229,517
234,861
430,507
349,582
77,123
657,698
533,928
192,635
899,985
54,930
257,764
665,818
112,346
186,295
477,767
752,972
857,988
7,589
342,808
103,297
232,936
667,864
254,466
92,633
548,647
185,595
59,456
534,749
345,584
694,701
359,748
107,941
368,982
270,410
160,538
607,998
113,463
247,692
99,528
613,749
164,657
453,531
38,289
136,824
186,187
136,595
544,649
263,636
411,534
282,649
139,829
488,754
166,703
276,346
455,577
42,933
713,872
17,351
160,659
58,123
316,647
29,929
22,200
151,839
402,421
239,952
627,805
140,421
11,536
668,806
21,995
236,883
136,945
76,665
425,819
169,893
134,872
24,246
277,426
103,539
160,970
634,929
245,888
78,711
54,125
133,418
334,408
413,701
634,700
284,816
129,942
344,601
108,590
5,906
60,842
11,657
214,491
747,991
492,701
733,827
645,714
390,424
777,870
226,996
340,603
601,873
823,986
446,999
532,773
298,606
301,352
826,991
485,698
564,762
435,840
113,826
149,483
228,547
42,128
663,704
11,778
742,768
286,488
296,947
406,553
48,845
337,719
82,429
937,943
510,647
109,303
422,763
615,663
854,945
279,714
105,827
81,204
229,893
867,884
946,948
94,668
168,617
388,886
481,848
608,889
85,619
527,964
772,997
483,894
156,499
18,794
40,553
279,835
191,722
628,723
110,797
858,956
264,446
231,269
300,665
71,842
219,969
143,156
88,257
84,781
758,954
68,507
109,545
123,214
450,609
408,841
549,551
301,486
647,894
399,792
53,155
139,158
402,797
173,974
176,720
443,835
121,555
71,963
429,671
809,892
198,738
412,438
307,910
274,733
563,607
119,859
105,961
124,974
153,443
86,453
213,494
72,518
494,507
526,954
39,341
176,612
262,615
317,322
52,805
234,553
855,900
161,977
813,903
150,559
353,918
301,728
315,397
86,574
208,271
287,564
53,397
576,667
39,462
438,733
171,618
283,859
245,567
4,212
28,569
74,456
201,268
239,523
280,561
51,701
404,856
13,217
290,983
299,803
343,846
30,349
598,870
255,733
26,644
549,685
62,684
433,739
345,626
623,922
18,231
312,449
603,921
465,691
336,806
584,908
215,516
519,927
271,862
739,967
90,521
250,510
95,636
7,752
563,741
296,626
348,816
898,960
122,473
516,629
727,849
92,338
713,914
83,518
205,215
143,532
19,991
69,354
368,916
910,970
160,472
65,878
96,228
151,881
734,973
137,983
173,411
305,567
725,924
255,975
57,465
692,976
117,516
53,760
576,801
562,637
842,920
345,639
307,347
498,881
405,690
484,983
644,935
19,883
55,311
60,655
349,529
426,978
555,863
417,929
384,752
752,919
516,871
92,580
653,876
405,811
4,467
83,760
334,342
179,993
509,868
41,534
3,242
490,589
710,858
836,997
522,807
333,642
527,656
525,583
81,835
208,876
411,710
144,891
367,640
264,956
787,997
114,194
680,871
592,758
377,833
55,782
31,196
449,938
96,591
270,478
58,70
70,124
149,417
187,709
283,417
729,763
426,991
467,992
90,776
38,357
296,881
764,986
79,129
392,589
464,694
777,925
326,760
226,822
362,417
432,890
592,879
191,535
432,661
303,776
449,830
872,933
275,943
127,550
775,1000
200,769
16,948
489,643
503,541
365,836
33,134
19,199
62,835
29,887
376,702
123,256
73,664
326,881
400,830
73,435
432,782
196,771
399,605
17,540
163,594
108,658
3,376
94,723
56,202
233,838
61,317
668,766
88,191
360,613
525,946
186,726
29,779
280,361
459,592
356,908
63,363
51,272
791,836
469,785
49,199
656,877
23,964
40,379
482,724
100,430
532,841
515,672
554,600
196,892
573,613
707,842
292,371
635,939
47,274
527,911
468,533
19,441
382,493
313,659
29,900
318,774
112,898
57,962
87,841
725,885
106,854
142,548
357,436
422,831
147,626
403,552
188,664
918,998
890,936
12,438
807,901
600,837
760,826
512,724
22,631
149,672
369,675
42,317
66,674
451,485
219,916
319,854
635,831
19,562
184,895
883,896
478,847
538,898
753,786
161,911
128,734
16,264
422,723
16,35
193,863
675,903
394,624
139,334
292,613
273,334
746,783
498,681
603,734
503,796
102,452
281,683
336,390
281,454
181,516
809,839
506,801
547,839
387,621
478,968
60,226
560,778
87,854
252,396
725,845
491,678
398,450
164,283
651,667
637,732
296,439
769,888
788,901
774,966
134,148
447,608
158,505
58,796
144,570
223,863
139,226
567,673
185,342
540,799
88,675
102,344
943,960
308,449
406,984
662,681
665,686
558,560
417,621
90,226
637,853
260,866
381,927
260,637
103,165
461,627
342,447
125,678
347,791
628,804
199,398
149,806
92,272
226,501
111,285
405,503
534,617
105,211
745,800
690,864
487,801
225,801
187,280
51,648
123,753
720,743
178,460
90,576
257,753
766,859
255,909
491,920
771,974
241,745
76,183
301,796
158,976
783,799
466,863
75,978
190,928
221,278
264,877
28,637
33,981
143,587
778,869
17,219
93,766
215,463
602,909
108,337
528,923
863,913
321,630
63,860
66,111
21,863
305,393
558,573
577,815
618,853
582,930
494,817
741,923
326,681
1,130
567,807
312,517
565,697
732,874
341,989
243,417
349,813
27,533
149,230
302,472
178,702
16,640
21,984
85,245
11,296
296,694
912,926
497,684
263,517
664,861
282,530
361,823
595,990
20,530
452,941
185,826
667,866
455,458
823,854
207,356
18,191
9,637
914,972
162,879
685,920
124,358
738,746
110,423
270,412
349,705
178,823
338,812
412,761
706,979
123,887
167,176
530,982
277,536
48,713
318,574
84,407
497,576
411,536
571,754
142,348
815,885
548,770
317,874
353,531
432,824
251,520
191,240
559,636
743,982
127,713
858,932
94,536
383,410
701,985
429,526
357,946
398,947
558,936
145,538
62,998
893,926
313,351
700,760
571,875
590,888
304,531
106,775
433,941
212,942
124,829
666,883
298,487
306,311
430,643
77,488
113,936
569,950
135,200
300,533
742,878
186,660
57,775
387,421
258,536
222,842
299,308
483,883
717,821
101,323
615,773
307,657
174,542
78,605
754,888
55,850
339,380
380,418
430,764
116,308
374,832
214,614
145,780
131,845
148,260
327,491
134,887
557,953
175,659
51,327
698,700
395,891
183,483
128,547
307,778
312,893
64,791
353,665
301,475
432,958
12,372
394,437
399,781
292,655
848,873
311,668
330,947
545,606
187,898
435,963
11,901
162,316
69,88
112,724
415,496
869,932
131,966
800,832
645,958
304,894
63,539
445,604
557,845
469,961
758,835
23,911
174,555
642,660
31,735
661,902
941,956
347,483
242,955
316,904
39,101
490,791
531,829
443,716
589,770
281,617
649,784
102,157
112,845
781,940
25,139
271,609
371,547
104,203
276,724
123,216
250,257
40,676
725,779
596,894
513,896
587,845
339,743
793,950
163,783
94,912
168,861
94,683
47,571
88,609
93,687
248,332
234,434
547,894
258,791
165,563
187,322
113,144
151,399
137,501
82,565
524,910
106,922
670,964
324,327
482,913
26,633
535,547
669,739
237,853
39,343
125,383
286,974
470,566
108,150
519,687
85,166
379,384
305,435
26,754
141,741
117,155
48,284
755,900
58,743
120,160
359,442
350,851
80,990
59,150
639,725
952,956
591,977
229,561
124,279
454,679
280,563
187,335
51,703
32,461
467,618
519,808
159,273
183,630
799,862
852,954
21,568
203,279
862,918
130,969
20,343
199,574
400,564
144,638
947,962
74,808
597,620
330,505
160,582
165,926
187,456
247,507
333,510
238,916
362,982
40,931
150,574
186,231
585,731
659,680
752,908
683,808
153,579
175,338
20,464
433,633
221,225
97,647
350,864
176,977
33,928
415,993
14,649
19,764
110,357
13,461
412,924
118,477
720,811
706,913
112,403
52,123
398,531
7,875
475,980
98,239
392,457
15,241
722,857
87,346
92,690
240,588
245,932
548,704
501,629
312,464
47,947
23,590
592,747
745,989
657,876
564,685
22,136
283,406
80,306
25,407
324,703
365,704
136,881
269,767
392,578
24,182
318,400
10,247
590,822
736,876
342,757
34,870
395,583
53,883
455,634
493,926
171,875
460,749
336,942
69,598
191,295
96,472
261,768
302,540
121,236
613,698
525,814
511,650
277,483
805,868
208,878
717,755
777,806
648,655
109,118
59,526
95,183
40,247
288,349
69,719
325,645
27,722
99,827
168,432
300,588
668,755
687,768
599,884
186,486
79,360
640,656
122,959
879,938
323,720
543,989
791,825
629,763
273,899
510,583
689,814
326,991
537,945
17,650
578,717
187,832
228,833
116,134
374,658
575,648
714,992
566,599
645,892
538,766
1,561
290,435
68,322
54,424
119,553
375,479
490,954
111,140
126,677
828,949
346,717
821,900
244,440
538,658
235,849
730,828
64,738
358,956
301,422
31,561
251,830
105,776
108,781
182,730
171,312
116,376
589,825
47,505
828,841
217,953
