person_id,friend_id
4132,9581
1245,5544
1085,1125
4734,5485
4653,7775
3899,5623
4279,5844
3036,6911
4786,4894
372,8773
2672,6634
2405,6290
2852,5289
3903,9879
823,5447
322,3933
5439,6590
3973,5922
6342,8838
4637,9874
3560,4063
3503,3529
953,2487
8203,9281
176,5047
902,9877
4383,5039
3347,6399
451,6972
3161,3765
4374,7959
1158,9308
241,1500
3931,9833
2959,5536
2814,9319
170,2788
4944,6769
6272,9947
4321,7544
6501,7555
2370,5895
6896,7330
5576,8931
5748,6005
7515,9819
8573,8972
8382,9404
6300,6518
820,7219
1336,4103
3991,4407
3925,8483
1396,8318
6122,7909
4496,9238
1301,5048
3004,7349
3928,9720
1992,9103
2078,8123
1777,2533
1546,9016
369,2035
1740,5849
4990,9746
749,5474
7239,8608
2125,3216
9310,9615
5359,9054
2948,4946
6081,9224
131,9976
6750,7104
6330,6518
1481,4053
2257,4274
4839,7483
959,3190
3689,8741
7,9159
3488,5075
4169,7688
321,3842
340,2394
2807,5091
2404,3920
3822,7580
1187,3956
1414,7153
220,757
4886,9931
2439,3914
5071,6678
4859,8485
420,2508
6361,7120
263,4776
595,819
2214,2483
1584,4531
4588,4989
2217,8416
2301,2637
6690,6807
6268,9558
2705,4972
461,8174
6902,8383
1102,9668
295,8636
5787,6252
3404,4192
749,8052
4861,9470
1182,7153
1058,3145
1364,6635
6584,6761
4853,8828
3898,8864
2745,6441
2399,5804
1275,8283
2647,9289
3858,8684
5592,6134
4883,9609
1072,3201
6104,9692
6271,6422
4836,7319
1921,5398
5799,6612
7466,9256
1568,3782
773,3319
8011,8790
160,7256
203,7892
4800,8793
5619,8896
51,7498
729,7184
2093,3603
1337,4034
404,6835
877,2329
1431,3669
8079,8143
2401,7139
4249,5657
6052,9128
1244,7226
948,8396
4513,4949
3785,5149
5161,9307
598,4984
6921,9698
3395,5903
3899,5436
4700,9097
6880,9108
472,9756
1262,3459
7765,8518
3537,5205
2787,4707
3067,6976
1470,5825
7480,9288
1316,5358
6,6169
486,7560
6549,9129
4228,7947
3901,9804
5970,7732
6657,7881
342,8720
7799,9391
3960,9071
2385,7679
381,3952
8612,9679
5499,6053
1736,4789
91,1904
1782,9106
7654,7697
717,3120
1312,4461
878,8141
1268,5852
5067,6773
724,5230
5066,9554
4583,6202
1861,4676
4374,6028
8766,9715
4580,5904
4077,6973
6021,8205
916,8783
1950,6596
5618,8754
1965,3686
4470,6675
834,7438
1083,5698
2808,8512
1707,2115
3924,4637
963,4815
154,8618
4891,5392
1950,6946
1706,1890
4512,4807
1275,9251
196,9783
1858,4913
8031,9094
3404,9482
9433,9777
2862,8933
7414,8371
1602,4169
4248,9083
7911,9177
7190,9417
7250,9468
1766,9461
3669,7686
766,7280
547,8670
4102,4535
3174,6926
3496,4725
1149,4574
2419,5330
1911,9061
3098,3898
254,4661
3616,5581
2582,4570
4951,6732
183,1977
379,3609
6382,8345
7586,9767
497,7802
1803,4051
5416,8754
1102,9831
2680,4324
3105,3564
1310,4118
6043,8098
453,6941
4670,8375
6535,8560
2502,3271
5702,9525
3818,9098
719,5370
9189,9393
674,3907
2764,6654
7043,8966
2168,5088
4150,6804
8625,9994
4038,4119
110,4508
5863,7349
5942,8396
82,3214
3860,7230
4293,8021
8130,9234
2552,2984
5621,8755
573,9867
1108,6993
1091,1162
1946,7311
3617,7630
6072,9566
3455,7302
1526,4658
3215,7061
4345,9500
501,7116
1045,3796
372,5016
3397,4099
5773,7432
6824,7858
1855,6819
1605,9088
2309,2825
870,6424
2897,2995
4578,5537
9311,9517
787,2225
943,9154
3598,9458
2958,4402
4872,6923
1355,2682
2111,2436
5865,8310
4960,5989
