person_id,post_id
357,1
676,1
951,1
796,2
211,2
207,2
389,2
727,2
535,3
610,3
796,3
527,4
201,4
279,4
470,5
444,5
698,5
767,5
651,6
592,6
910,6
529,6
601,6
633,6
739,7
233,7
8,7
704,7
943,7
109,8
759,8
120,9
766,9
253,9
749,9
655,10
491,10
592,10
906,10
881,10
866,11
649,12
929,12
952,13
337,13
935,14
802,14
534,16
694,16
498,16
767,16
554,17
904,17
849,18
150,18
526,19
375,19
752,19
882,20
668,22
108,22
560,23
792,23
993,24
590,24
479,24
406,24
932,26
919,26
583,26
9,27
661,27
5,27
292,28
631,29
597,29
627,29
871,29
844,30
305,30
801,30
284,30
658,32
676,32
259,33
891,33
820,33
318,33
284,33
113,33
413,34
596,34
928,34
849,34
175,35
762,35
437,35
949,36
352,36
292,36
670,36
238,36
305,37
788,37
463,37
851,37
364,37
582,37
960,38
820,38
752,38
266,38
256,38
350,39
594,39
668,39
942,39
528,39
338,40
978,40
642,40
653,40
728,41
883,41
582,41
759,41
56,41
474,41
587,42
990,42
440,42
373,42
519,42
876,43
229,44
945,44
689,44
509,45
338,45
427,45
682,45
817,45
566,45
317,46
844,46
224,46
314,46
694,46
40,46
501,47
862,47
979,47
711,47
668,48
687,48
101,48
826,48
704,48
861,49
478,49
477,49
981,49
398,49
97,49
902,49
944,49
703,49
653,49
27,50
658,50
642,50
3,50
504,50
521,51
548,51
153,52
196,52
203,52
733,52
729,53
514,53
330,53
290,53
14,53
242,53
602,54
619,54
349,54
134,54
977,54
568,55
342,55
192,56
230,56
90,56
784,57
986,57
142,57
403,58
323,58
201,58
163,58
470,58
244,58
322,59
712,59
122,60
292,60
639,60
462,61
160,61
193,62
144,62
992,62
132,63
252,63
275,63
494,63
499,63
77,63
300,63
908,64
35,65
600,65
249,65
728,65
366,65
463,66
43,66
936,66
153,67
38,67
42,67
421,67
117,67
429,68
998,68
317,68
272,69
960,69
956,69
812,69
482,70
819,70
402,71
114,71
785,71
164,71
111,71
679,72
612,72
96,73
980,73
651,73
774,74
805,74
15,74
863,74
429,74
333,75
31,75
449,75
753,75
415,75
106,75
154,76
929,76
555,76
665,76
243,76
672,77
728,77
648,77
291,78
430,78
571,78
712,78
362,78
255,79
688,79
5,79
960,79
831,80
963,80
349,80
595,81
341,81
53,81
130,81
993,81
439,82
7,83
512,83
511,83
499,83
787,83
320,85
946,85
813,85
500,86
420,86
879,86
197,86
591,87
741,87
616,87
64,87
270,87
695,87
533,88
183,88
711,88
760,88
845,89
251,89
410,89
840,90
856,91
146,91
952,92
577,92
18,92
189,92
970,92
703,93
189,93
154,93
972,94
346,94
693,94
24,94
411,94
107,94
469,95
792,95
621,95
39,95
474,97
25,97
940,97
739,97
69,97
177,98
40,98
58,98
213,98
599,98
869,98
214,99
259,99
317,99
614,100
488,100
916,101
168,101
746,102
76,102
565,102
665,102
199,102
703,103
244,103
603,104
753,104
651,104
876,104
162,106
592,106
942,106
387,106
802,106
665,107
871,108
346,108
230,108
26,109
492,109
88,109
44,110
887,110
57,110
920,110
573,110
129,110
906,111
149,111
524,111
239,111
669,111
475,111
456,111
799,112
56,112
324,112
293,113
636,113
555,114
549,115
911,115
456,115
956,116
149,116
64,116
410,116
199,116
531,118
851,118
711,118
766,118
761,118
27,119
984,119
82,119
172,119
432,119
1000,119
299,120
265,120
426,120
721,121
430,121
375,121
759,122
903,122
278,123
503,123
419,123
839,124
710,124
842,124
20,124
663,124
437,124
908,125
851,125
974,125
272,125
264,126
939,127
837,127
351,127
182,127
371,127
477,128
712,129
257,129
481,129
507,129
15,130
453,131
4,131
830,131
427,132
326,132
491,132
480,133
445,135
89,135
146,135
927,135
630,135
977,136
944,137
157,137
559,137
63,138
815,138
614,138
140,139
525,139
816,139
151,139
916,139
725,140
660,141
775,141
387,141
264,141
123,141
201,142
887,142
505,142
77,143
661,143
529,143
965,143
747,144
735,144
408,145
556,145
528,145
11,145
860,146
987,146
657,146
412,146
388,147
313,147
484,147
377,148
652,148
66,148
148,148
478,148
597,148
537,149
196,149
920,149
781,150
269,150
137,150
571,150
702,151
370,151
244,151
383,151
859,152
409,152
811,152
19,153
87,153
632,154
570,154
698,154
268,155
570,155
21,155
720,156
122,156
483,156
2,157
709,157
527,157
498,158
894,158
920,158
106,158
376,159
665,160
106,160
742,160
972,160
57,160
483,161
847,161
293,161
60,161
292,161
232,161
593,162
382,162
750,162
454,162
612,163
389,163
464,163
717,163
156,163
664,163
934,163
301,163
423,163
998,164
69,164
94,164
36,164
949,165
849,165
585,165
948,165
53,166
835,166
109,166
509,166
569,166
755,166
371,166
29,167
744,167
181,167
13,167
682,168
296,168
579,168
485,169
168,169
703,169
781,169
700,170
633,170
180,170
34,170
84,170
13,171
691,171
177,171
374,173
485,174
276,174
664,174
472,174
691,174
710,174
670,175
680,175
236,176
889,176
614,176
433,176
330,176
610,177
888,177
317,178
261,178
852,178
779,179
680,180
695,180
697,180
