person_id,post_id
910,3
351,3
702,3
12,3
964,3
214,4
190,4
424,4
856,4
470,4
188,4
260,5
939,5
287,5
386,5
884,7
828,7
802,8
455,9
444,9
248,9
938,9
981,10
577,11
34,11
760,11
267,13
63,13
161,13
903,13
359,13
631,13
564,14
333,14
112,14
620,16
231,16
131,16
474,17
718,17
185,18
554,18
882,18
90,18
164,18
917,19
587,19
121,19
842,19
397,19
228,19
999,20
791,20
577,20
837,21
440,21
61,21
129,21
464,22
405,22
662,22
340,22
844,22
176,23
660,24
312,24
365,25
211,25
603,25
501,25
601,26
383,26
24,26
464,27
741,27
1,27
518,27
880,27
560,27
446,27
767,28
508,28
373,28
772,29
423,29
867,29
892,29
682,30
733,30
945,30
106,30
579,31
983,31
863,31
865,31
191,32
791,32
80,32
926,32
381,33
796,33
846,33
968,33
635,34
34,34
287,35
266,35
556,35
587,35
936,35
36,35
599,35
357,36
981,36
198,36
254,36
212,37
178,37
7,37
981,37
172,37
251,37
367,37
69,37
928,38
668,38
825,38
340,38
353,38
874,38
997,38
61,39
117,39
634,39
906,39
291,40
337,40
816,40
232,42
876,42
415,42
828,45
574,45
639,46
199,46
774,46
795,47
252,47
198,47
897,47
167,47
302,47
871,47
607,48
437,48
136,48
8,48
832,49
551,49
28,49
356,49
578,49
765,49
759,49
552,49
130,50
852,50
990,50
808,50
276,50
771,51
277,51
93,51
455,52
799,52
342,52
770,52
613,52
403,53
321,53
930,53
896,53
627,53
616,53
509,56
412,56
203,56
78,56
493,56
471,57
317,57
603,57
381,57
285,57
394,58
187,58
610,58
794,58
888,58
275,58
657,59
96,59
580,59
209,59
924,59
459,59
351,59
601,60
136,61
720,62
235,62
103,62
494,62
382,63
238,63
740,63
411,63
132,63
281,64
485,64
327,64
155,64
684,64
874,64
521,64
645,65
940,65
919,66
928,66
146,67
719,67
912,67
636,67
436,67
235,68
28,68
5,68
585,68
608,68
163,68
676,69
760,69
901,69
546,69
925,69
276,69
63,70
196,70
171,70
723,71
109,71
65,71
363,71
364,72
11,72
738,74
791,74
143,74
103,75
596,75
656,75
108,75
307,75
530,76
872,76
453,76
497,76
940,77
606,77
473,77
654,77
144,77
268,77
478,77
710,78
760,78
258,78
881,79
135,79
158,79
242,80
726,80
839,80
261,80
644,80
818,80
692,81
330,81
718,81
605,82
185,82
754,82
950,82
993,82
8,82
310,82
791,83
556,83
505,84
650,84
392,84
850,85
589,85
204,85
985,85
175,86
604,86
572,86
441,86
363,87
98,87
367,87
894,87
633,87
479,88
734,88
556,88
682,88
297,88
984,89
444,89
282,89
652,90
516,90
805,90
804,90
368,90
753,90
540,91
544,91
197,91
850,91
794,92
329,92
717,92
448,93
728,93
808,94
177,94
19,94
758,94
521,95
273,95
599,96
798,96
173,96
372,97
313,97
947,97
222,97
327,98
755,98
383,98
83,98
805,98
600,99
177,100
188,100
891,101
359,101
